logisticsid,po_id,carrier,shipmentmode,freightcost,expecteddelivery,actualdelivery,shipmentstatus,origincountry,destinationstore
LOG-014805,PO-014805,UPS Supply Chain,Rail,29.7,2026-08-31,2026-09-06,Delivered,Taiwan,Phoenix Compact
LOG-014806,PO-014806,XPO Logistics,Rail,20.69,2026-10-13,2026-10-21,Delivered,Taiwan,Phoenix Compact
LOG-014807,PO-014807,Ryder,Truck,30.45,2026-12-19,2026-12-19,Delivered,Taiwan,Phoenix Compact
LOG-014808,PO-014808,XPO Logistics,Air,31.9,2025-12-05,2025-12-05,Delivered,USA,Phoenix Compact
LOG-014809,PO-014809,UPS Supply Chain,Truck,37.81,2026-10-16,2026-10-16,Delivered,USA,Phoenix Compact
LOG-014810,PO-014810,XPO Logistics,Truck,12.24,2025-07-29,2025-07-29,Delivered,Taiwan,Phoenix Compact
LOG-014811,PO-014811,UPS Supply Chain,Truck,9.64,2026-03-27,2026-03-27,Delivered,Taiwan,Phoenix Compact
LOG-014812,PO-014812,XPO Logistics,Rail,5.48,2026-05-03,2026-05-03,Delivered,Taiwan,Phoenix Compact
LOG-014813,PO-014813,FedEx Freight,Rail,6.6,2026-06-14,2026-06-17,Delivered,Taiwan,Phoenix Compact
LOG-014814,PO-014814,FedEx Freight,Truck,7.49,2026-10-25,2026-10-24,Delivered,Taiwan,Phoenix Compact
LOG-014815,PO-014815,FedEx Freight,Truck,9.07,2026-12-10,2026-12-23,Delivered,Taiwan,Phoenix Compact
LOG-014816,PO-014816,Echo Global,Truck,17.66,2025-12-24,2025-12-24,Delivered,USA,Phoenix Compact
LOG-014817,PO-014817,Ryder,Truck,15.58,2026-02-09,2026-02-09,Delivered,USA,Phoenix Compact
LOG-014818,PO-014818,J.B. Hunt,Truck,20.78,2026-02-24,2026-02-24,Delivered,USA,Phoenix Compact
LOG-014819,PO-014819,Ryder,Air,7.93,2026-03-06,2026-03-06,Delivered,USA,Phoenix Compact
LOG-014820,PO-014820,Echo Global,Air,20.8,2026-03-24,2026-03-24,Delivered,USA,Phoenix Compact
LOG-014821,PO-014821,Echo Global,Sea,21.67,2026-04-13,2026-04-13,Delivered,USA,Phoenix Compact
LOG-014822,PO-014822,Echo Global,Air,18.37,2026-05-27,2026-05-27,Delivered,USA,Phoenix Compact
LOG-014823,PO-014823,FedEx Freight,Truck,25.53,2026-07-21,2026-07-21,Delivered,USA,Phoenix Compact
LOG-014824,PO-014824,Echo Global,Truck,13.57,2026-09-21,2026-09-21,Delivered,USA,Phoenix Compact
LOG-014825,PO-014825,FedEx Freight,Truck,13.8,2026-11-01,2026-11-05,Delivered,USA,Phoenix Compact
LOG-014826,PO-014826,J.B. Hunt,Truck,14.23,2026-12-29,2026-12-29,Delivered,USA,Phoenix Compact
LOG-014827,PO-014827,FedEx Freight,Air,9.38,2025-07-03,2025-07-13,Delivered,Taiwan,Phoenix Compact
LOG-014828,PO-014828,UPS Supply Chain,Truck,5.25,2026-05-10,2026-05-15,Delivered,Taiwan,Phoenix Compact
LOG-014829,PO-014829,UPS Supply Chain,Truck,8.1,2026-06-10,2026-06-13,Delivered,Taiwan,Phoenix Compact
LOG-014830,PO-014830,UPS Supply Chain,Sea,9.35,2026-10-12,2026-10-12,Delivered,Taiwan,Phoenix Compact
LOG-014831,PO-014831,XPO Logistics,Truck,3.34,2026-11-05,2026-11-15,Delivered,Taiwan,Phoenix Compact
LOG-014832,PO-014832,XPO Logistics,Sea,6.88,2026-11-21,2026-11-21,Delivered,Taiwan,Phoenix Compact
LOG-014833,PO-014833,FedEx Freight,Sea,7.25,2026-12-14,2026-12-16,Delivered,Taiwan,Phoenix Compact
LOG-014834,PO-014834,XPO Logistics,Air,39.5,2025-05-15,2025-05-15,Delivered,USA,Phoenix Compact
LOG-014835,PO-014835,Ryder,Truck,18.06,2025-12-02,2025-12-02,Delivered,USA,Phoenix Compact
LOG-014836,PO-014836,Ryder,Truck,34.58,2025-12-29,2025-12-31,Delivered,USA,Phoenix Compact
LOG-014837,PO-014837,Ryder,Truck,41.81,2026-02-26,2026-02-26,Delivered,USA,Phoenix Compact
LOG-014838,PO-014838,Echo Global,Truck,24.69,2026-03-29,2026-03-28,Delivered,USA,Phoenix Compact
LOG-014839,PO-014839,XPO Logistics,Truck,27.46,2026-05-24,2026-05-24,Delivered,USA,Phoenix Compact
LOG-014840,PO-014840,FedEx Freight,Truck,26.9,2026-06-12,2026-06-12,Delivered,USA,Phoenix Compact
LOG-014841,PO-014841,XPO Logistics,Sea,17.22,2026-07-09,2026-07-09,Delivered,USA,Phoenix Compact
LOG-014842,PO-014842,Echo Global,Truck,30.69,2026-09-27,2026-09-27,Delivered,USA,Phoenix Compact
LOG-014843,PO-014843,Echo Global,Truck,33.62,2026-12-02,2026-12-07,Delivered,USA,Phoenix Compact
LOG-014844,PO-014844,J.B. Hunt,Truck,7.78,2025-04-14,2025-04-14,Delivered,USA,Phoenix Compact
LOG-014845,PO-014845,UPS Supply Chain,Truck,6.77,2025-09-18,2025-09-18,Delivered,USA,Phoenix Compact
LOG-014846,PO-014846,UPS Supply Chain,Air,6.64,2025-11-09,2025-11-09,Delivered,USA,Phoenix Compact
LOG-014847,PO-014847,Ryder,Sea,6.84,2025-12-03,2025-12-03,Delivered,USA,Phoenix Compact
LOG-014848,PO-014848,Echo Global,Sea,5.53,2025-12-12,2025-12-12,Delivered,USA,Phoenix Compact
LOG-014849,PO-014849,Echo Global,Truck,8.19,2025-12-21,2025-12-21,Delivered,USA,Phoenix Compact
LOG-014850,PO-014850,XPO Logistics,Truck,11.26,2026-01-05,2026-01-05,Delivered,USA,Phoenix Compact
LOG-014851,PO-014851,J.B. Hunt,Truck,8.87,2026-01-28,2026-01-28,Delivered,USA,Phoenix Compact
LOG-014852,PO-014852,Ryder,Truck,11.89,2026-04-27,2026-04-27,Delivered,USA,Phoenix Compact
LOG-014853,PO-014853,J.B. Hunt,Truck,12.08,2026-06-10,2026-06-10,Delivered,USA,Phoenix Compact
LOG-014854,PO-014854,FedEx Freight,Rail,17.94,2026-07-08,2026-07-08,Delivered,USA,Phoenix Compact
LOG-014855,PO-014855,UPS Supply Chain,Truck,21.23,2026-08-16,2026-08-16,Delivered,USA,Phoenix Compact
LOG-014856,PO-014856,Ryder,Truck,14.28,2026-10-05,2026-10-05,Delivered,USA,Phoenix Compact
LOG-014857,PO-014857,FedEx Freight,Truck,16.09,2026-11-09,2026-11-09,Delivered,USA,Phoenix Compact
LOG-014858,PO-014858,UPS Supply Chain,Truck,21.52,2026-11-27,2026-11-27,Delivered,USA,Phoenix Compact
LOG-014859,PO-014859,Ryder,Rail,7.23,2026-12-13,2026-12-11,Delivered,USA,Phoenix Compact
LOG-014860,PO-014860,J.B. Hunt,Truck,12.54,2026-12-31,2026-12-31,Delivered,USA,Phoenix Compact
LOG-014861,PO-014861,Ryder,Truck,30.73,2025-05-07,2025-05-05,Delivered,USA,Phoenix Compact
LOG-014862,PO-014862,Ryder,Truck,23.16,2025-08-21,2025-08-21,Delivered,USA,Phoenix Compact
LOG-014863,PO-014863,Ryder,Truck,30.55,2025-11-30,2025-11-30,Delivered,USA,Phoenix Compact
LOG-014864,PO-014864,Echo Global,Air,49.11,2026-01-06,2026-01-06,Delivered,USA,Phoenix Compact
LOG-014865,PO-014865,UPS Supply Chain,Truck,39.31,2026-04-08,2026-04-08,Delivered,USA,Phoenix Compact
LOG-014866,PO-014866,Ryder,Air,33.4,2026-05-26,2026-05-26,Delivered,USA,Phoenix Compact
LOG-014867,PO-014867,J.B. Hunt,Air,18.09,2026-06-24,2026-06-24,Delivered,USA,Phoenix Compact
LOG-014868,PO-014868,J.B. Hunt,Truck,50.34,2026-09-15,2026-09-15,Delivered,USA,Phoenix Compact
LOG-014869,PO-014869,J.B. Hunt,Truck,33.0,2026-11-09,2026-11-09,Delivered,USA,Phoenix Compact
LOG-014870,PO-014870,Ryder,Truck,28.59,2026-12-31,2026-12-31,Delivered,USA,Phoenix Compact
LOG-014871,PO-014871,Echo Global,Truck,4.64,2026-03-17,2026-03-19,Delivered,USA,Phoenix Compact
LOG-014872,PO-014872,FedEx Freight,Truck,2.99,2026-12-17,2026-12-17,Delivered,USA,Phoenix Compact
LOG-014873,PO-014873,XPO Logistics,Truck,21.35,2026-06-18,2026-06-24,Delivered,USA,Phoenix Compact
LOG-014874,PO-014874,FedEx Freight,Truck,11.09,2025-05-24,2025-05-24,Delivered,USA,Phoenix Compact
LOG-014875,PO-014875,XPO Logistics,Truck,7.06,2025-08-06,2025-08-09,Delivered,USA,Phoenix Compact
LOG-014876,PO-014876,J.B. Hunt,Rail,9.26,2025-11-08,2025-11-08,Delivered,USA,Phoenix Compact
LOG-014877,PO-014877,XPO Logistics,Air,4.91,2025-12-08,2025-12-08,Delivered,USA,Phoenix Compact
LOG-014878,PO-014878,Echo Global,Truck,2.85,2025-12-23,2025-12-23,Delivered,USA,Phoenix Compact
LOG-014879,PO-014879,J.B. Hunt,Truck,7.07,2026-01-24,2026-01-24,Delivered,USA,Phoenix Compact
LOG-014880,PO-014880,Echo Global,Truck,3.41,2026-03-08,2026-03-08,Delivered,USA,Phoenix Compact
LOG-014881,PO-014881,UPS Supply Chain,Truck,3.33,2026-05-02,2026-05-02,Delivered,USA,Phoenix Compact
LOG-014882,PO-014882,UPS Supply Chain,Truck,4.42,2026-05-30,2026-06-04,Delivered,USA,Phoenix Compact
LOG-014883,PO-014883,Ryder,Air,4.26,2026-07-25,2026-07-24,Delivered,USA,Phoenix Compact
LOG-014884,PO-014884,UPS Supply Chain,Truck,3.93,2026-10-06,2026-10-12,Delivered,USA,Phoenix Compact
LOG-014885,PO-014885,FedEx Freight,Truck,4.41,2026-10-21,2026-10-21,Delivered,USA,Phoenix Compact
LOG-014886,PO-014886,XPO Logistics,Rail,7.09,2026-12-31,2026-12-31,Delivered,USA,Phoenix Compact
LOG-014887,PO-014887,J.B. Hunt,Air,13.32,2025-12-01,2025-12-01,Delivered,USA,Phoenix Compact
LOG-014888,PO-014888,Ryder,Truck,10.84,2025-12-07,2025-12-07,Delivered,USA,Phoenix Compact
LOG-014889,PO-014889,UPS Supply Chain,Rail,7.36,2026-01-02,2026-01-02,Delivered,USA,Phoenix Compact
LOG-014890,PO-014890,Echo Global,Sea,14.1,2026-06-05,2026-06-05,Delivered,USA,Phoenix Compact
LOG-014891,PO-014891,Ryder,Truck,9.53,2026-07-18,2026-07-18,Delivered,USA,Phoenix Compact
LOG-014892,PO-014892,XPO Logistics,Truck,7.53,2026-09-02,2026-08-31,Delivered,USA,Phoenix Compact
LOG-014893,PO-014893,UPS Supply Chain,Truck,18.23,2026-11-01,2026-11-01,Delivered,USA,Phoenix Compact
LOG-014894,PO-014894,J.B. Hunt,Rail,6.46,2025-09-30,2025-09-30,Delivered,USA,Phoenix Compact
LOG-014895,PO-014895,J.B. Hunt,Truck,7.66,2025-12-24,2025-12-24,Delivered,USA,Phoenix Compact
LOG-014896,PO-014896,UPS Supply Chain,Sea,9.3,2026-02-24,2026-02-24,Delivered,USA,Phoenix Compact
LOG-014897,PO-014897,FedEx Freight,Air,3.74,2026-04-18,2026-04-18,Delivered,USA,Phoenix Compact
LOG-014898,PO-014898,Ryder,Air,11.63,2026-07-28,2026-07-28,Delivered,USA,Phoenix Compact
LOG-014899,PO-014899,FedEx Freight,Truck,9.74,2026-01-19,2026-02-02,Delivered,China,Phoenix Compact
LOG-014900,PO-014900,J.B. Hunt,Rail,29.95,2026-05-27,2026-05-27,Delivered,China,Phoenix Compact
LOG-014901,PO-014901,J.B. Hunt,Truck,7.21,2025-07-14,2025-07-14,Delivered,USA,Phoenix Compact
LOG-014902,PO-014902,XPO Logistics,Truck,4.58,2025-10-08,2025-10-06,Delivered,USA,Phoenix Compact
LOG-014903,PO-014903,Ryder,Truck,7.61,2025-12-10,2025-12-10,Delivered,USA,Phoenix Compact
LOG-014904,PO-014904,Echo Global,Truck,14.79,2025-05-15,2025-05-17,Delivered,USA,Phoenix Compact
LOG-014905,PO-014905,UPS Supply Chain,Air,22.13,2025-09-23,2025-09-23,Delivered,USA,Phoenix Compact
LOG-014906,PO-014906,XPO Logistics,Truck,15.84,2025-11-27,2025-11-27,Delivered,USA,Phoenix Compact
LOG-014907,PO-014907,J.B. Hunt,Air,20.02,2026-02-10,2026-02-08,Delivered,USA,Phoenix Compact
LOG-014908,PO-014908,XPO Logistics,Rail,30.62,2026-03-12,2026-03-12,Delivered,USA,Phoenix Compact
LOG-014909,PO-014909,J.B. Hunt,Rail,32.16,2026-03-30,2026-03-30,Delivered,USA,Phoenix Compact
LOG-014910,PO-014910,J.B. Hunt,Air,16.81,2026-07-09,2026-07-09,Delivered,USA,Phoenix Compact
LOG-014911,PO-014911,UPS Supply Chain,Truck,18.87,2026-08-30,2026-08-30,Delivered,USA,Phoenix Compact
LOG-014912,PO-014912,Ryder,Sea,31.34,2026-10-03,2026-10-03,Delivered,USA,Phoenix Compact
LOG-014913,PO-014913,XPO Logistics,Sea,18.85,2026-10-31,2026-10-31,Delivered,USA,Phoenix Compact
LOG-014914,PO-014914,J.B. Hunt,Rail,11.5,2026-11-25,2026-11-25,Delivered,USA,Phoenix Compact
LOG-014915,PO-014915,XPO Logistics,Air,16.12,2026-12-25,2026-12-30,Delivered,USA,Phoenix Compact
LOG-014916,PO-014916,Ryder,Rail,20.6,2025-11-17,2025-11-17,Delivered,USA,Phoenix Compact
LOG-014917,PO-014917,Ryder,Rail,17.9,2025-12-30,2025-12-30,Delivered,USA,Phoenix Compact
LOG-014918,PO-014918,Echo Global,Rail,13.47,2026-02-10,2026-02-10,Delivered,USA,Phoenix Compact
LOG-014919,PO-014919,J.B. Hunt,Truck,16.4,2026-11-01,2026-11-01,Delivered,USA,Phoenix Compact
LOG-014920,PO-014920,XPO Logistics,Truck,11.34,2026-12-25,2026-12-25,Delivered,USA,Phoenix Compact
LOG-014921,PO-014921,Ryder,Sea,38.91,2025-10-03,2025-10-03,Delivered,USA,Phoenix Compact
LOG-014922,PO-014922,UPS Supply Chain,Rail,33.39,2025-12-08,2025-12-08,Delivered,USA,Phoenix Compact
LOG-014923,PO-014923,FedEx Freight,Truck,62.87,2026-02-14,2026-02-14,Delivered,USA,Phoenix Compact
LOG-014924,PO-014924,UPS Supply Chain,Truck,54.75,2026-04-29,2026-04-29,Delivered,USA,Phoenix Compact
LOG-014925,PO-014925,Echo Global,Rail,47.35,2026-07-11,2026-07-11,Delivered,USA,Phoenix Compact
LOG-014926,PO-014926,FedEx Freight,Truck,63.02,2026-10-09,2026-10-09,Delivered,USA,Phoenix Compact
LOG-014927,PO-014927,FedEx Freight,Truck,42.53,2026-11-13,2026-11-13,Delivered,USA,Phoenix Compact
LOG-014928,PO-014928,XPO Logistics,Truck,55.81,2026-12-17,2026-12-17,Delivered,USA,Phoenix Compact
LOG-014929,PO-014929,XPO Logistics,Truck,25.41,2025-07-26,2025-07-26,Delivered,USA,Phoenix Compact
LOG-014930,PO-014930,Ryder,Rail,12.33,2026-07-03,2026-07-03,Delivered,USA,Phoenix Compact
LOG-014931,PO-014931,Echo Global,Truck,8.22,2025-05-10,2025-05-10,Delivered,Canada,Phoenix Compact
LOG-014932,PO-014932,Ryder,Air,10.75,2025-06-10,2025-06-10,Delivered,Canada,Phoenix Compact
LOG-014933,PO-014933,FedEx Freight,Sea,5.91,2025-06-27,2025-06-27,Delivered,Canada,Phoenix Compact
LOG-014934,PO-014934,Ryder,Truck,7.18,2025-08-12,2025-08-12,Delivered,Canada,Phoenix Compact
LOG-014935,PO-014935,XPO Logistics,Rail,7.69,2025-10-07,2025-10-07,Delivered,Canada,Phoenix Compact
LOG-014936,PO-014936,Echo Global,Truck,3.33,2025-12-07,2025-12-06,Delivered,Canada,Phoenix Compact
LOG-014937,PO-014937,UPS Supply Chain,Truck,6.35,2026-01-06,2026-01-04,Delivered,Canada,Phoenix Compact
LOG-014938,PO-014938,FedEx Freight,Truck,3.16,2026-02-04,2026-02-04,Delivered,Canada,Phoenix Compact
LOG-014939,PO-014939,XPO Logistics,Truck,5.33,2026-02-27,2026-02-25,Delivered,Canada,Phoenix Compact
LOG-014940,PO-014940,Echo Global,Rail,5.61,2026-06-05,2026-06-05,Delivered,Canada,Phoenix Compact
LOG-014941,PO-014941,Ryder,Truck,5.91,2026-07-02,2026-07-02,Delivered,Canada,Phoenix Compact
LOG-014942,PO-014942,UPS Supply Chain,Truck,6.23,2026-08-04,2026-08-04,Delivered,Canada,Phoenix Compact
LOG-014943,PO-014943,J.B. Hunt,Truck,5.58,2026-08-22,2026-08-22,Delivered,Canada,Phoenix Compact
LOG-014944,PO-014944,FedEx Freight,Rail,3.34,2026-10-22,2026-10-22,Delivered,Canada,Phoenix Compact
LOG-014945,PO-014945,UPS Supply Chain,Truck,8.98,2026-12-22,2026-12-22,Delivered,Canada,Phoenix Compact
LOG-014946,PO-014946,Ryder,Truck,14.69,2025-04-19,2025-04-19,Delivered,Germany,Phoenix Compact
LOG-014947,PO-014947,Ryder,Truck,6.09,2026-01-14,2026-01-25,Delivered,Germany,Phoenix Compact
LOG-014948,PO-014948,J.B. Hunt,Truck,10.28,2026-07-09,2026-07-13,Delivered,Germany,Phoenix Compact
LOG-014949,PO-014949,UPS Supply Chain,Truck,9.84,2025-03-13,2025-03-13,Delivered,USA,Phoenix Compact
LOG-014950,PO-014950,UPS Supply Chain,Rail,6.58,2025-04-08,2025-04-08,Delivered,USA,Phoenix Compact
LOG-014951,PO-014951,J.B. Hunt,Truck,6.61,2025-05-23,2025-05-23,Delivered,USA,Phoenix Compact
LOG-014952,PO-014952,UPS Supply Chain,Air,7.65,2025-08-07,2025-08-07,Delivered,USA,Phoenix Compact
LOG-014953,PO-014953,Echo Global,Truck,8.7,2025-08-27,2025-08-27,Delivered,USA,Phoenix Compact
LOG-014954,PO-014954,FedEx Freight,Truck,11.86,2025-09-14,2025-09-14,Delivered,USA,Phoenix Compact
LOG-014955,PO-014955,UPS Supply Chain,Truck,10.88,2025-10-18,2025-10-18,Delivered,USA,Phoenix Compact
LOG-014956,PO-014956,J.B. Hunt,Truck,9.49,2025-12-13,2025-12-13,Delivered,USA,Phoenix Compact
LOG-014957,PO-014957,Echo Global,Truck,9.02,2026-01-11,2026-01-11,Delivered,USA,Phoenix Compact
LOG-014958,PO-014958,Echo Global,Air,5.29,2026-02-04,2026-02-04,Delivered,USA,Phoenix Compact
LOG-014959,PO-014959,UPS Supply Chain,Rail,9.2,2026-02-14,2026-02-19,Delivered,USA,Phoenix Compact
LOG-014960,PO-014960,XPO Logistics,Rail,11.45,2026-05-08,2026-05-08,Delivered,USA,Phoenix Compact
LOG-014961,PO-014961,FedEx Freight,Truck,7.65,2026-08-26,2026-08-24,Delivered,USA,Phoenix Compact
LOG-014962,PO-014962,J.B. Hunt,Rail,7.89,2026-09-20,2026-09-20,Delivered,USA,Phoenix Compact
LOG-014963,PO-014963,UPS Supply Chain,Truck,4.05,2025-06-12,2025-06-12,Delivered,USA,Phoenix Compact
LOG-014964,PO-014964,XPO Logistics,Air,8.77,2025-11-01,2025-11-01,Delivered,USA,Phoenix Compact
LOG-014965,PO-014965,FedEx Freight,Truck,8.35,2025-12-31,2025-12-31,Delivered,USA,Phoenix Compact
LOG-014966,PO-014966,UPS Supply Chain,Truck,5.41,2026-03-10,2026-03-08,Delivered,USA,Phoenix Compact
LOG-014967,PO-014967,Ryder,Sea,4.02,2026-06-17,2026-06-17,Delivered,USA,Phoenix Compact
LOG-014968,PO-014968,Ryder,Rail,7.01,2026-07-15,2026-07-15,Delivered,USA,Phoenix Compact
LOG-014969,PO-014969,FedEx Freight,Truck,8.86,2026-10-31,2026-10-31,Delivered,USA,Phoenix Compact
LOG-014970,PO-014970,Ryder,Air,15.17,2025-08-21,2025-08-20,Delivered,USA,Phoenix Compact
LOG-014971,PO-014971,XPO Logistics,Rail,17.71,2025-09-20,2025-09-20,Delivered,USA,Phoenix Compact
LOG-014972,PO-014972,UPS Supply Chain,Truck,15.7,2025-11-25,2025-11-25,Delivered,USA,Phoenix Compact
LOG-014973,PO-014973,FedEx Freight,Truck,19.94,2025-12-27,2025-12-27,Delivered,USA,Phoenix Compact
LOG-014974,PO-014974,Ryder,Truck,20.17,2026-03-19,2026-03-19,Delivered,USA,Phoenix Compact
LOG-014975,PO-014975,J.B. Hunt,Truck,18.03,2026-03-25,2026-03-25,Delivered,USA,Phoenix Compact
LOG-014976,PO-014976,UPS Supply Chain,Truck,12.66,2026-05-23,2026-05-25,Delivered,USA,Phoenix Compact
LOG-014977,PO-014977,Ryder,Truck,16.67,2026-07-18,2026-07-22,Delivered,USA,Phoenix Compact
LOG-014978,PO-014978,Ryder,Truck,15.13,2026-08-10,2026-08-10,Delivered,USA,Phoenix Compact
LOG-014979,PO-014979,J.B. Hunt,Sea,13.76,2026-10-02,2026-10-02,Delivered,USA,Phoenix Compact
LOG-014980,PO-014980,UPS Supply Chain,Truck,23.92,2026-10-14,2026-10-14,Delivered,USA,Phoenix Compact
LOG-014981,PO-014981,XPO Logistics,Truck,27.43,2026-12-11,2026-12-11,Delivered,USA,Phoenix Compact
LOG-014982,PO-014982,J.B. Hunt,Air,18.03,2025-07-11,2025-07-19,Delivered,China,Phoenix Compact
LOG-014983,PO-014983,FedEx Freight,Truck,10.56,2025-11-05,2025-11-04,Delivered,China,Phoenix Compact
LOG-014984,PO-014984,FedEx Freight,Rail,23.64,2026-02-16,2026-02-18,Delivered,China,Phoenix Compact
LOG-014985,PO-014985,UPS Supply Chain,Sea,18.32,2026-04-25,2026-04-25,Delivered,China,Phoenix Compact
LOG-014986,PO-014986,UPS Supply Chain,Truck,20.76,2026-08-09,2026-08-09,Delivered,China,Phoenix Compact
LOG-014987,PO-014987,FedEx Freight,Truck,5.89,2025-03-05,2025-03-05,Delivered,USA,Phoenix Compact
LOG-014988,PO-014988,Echo Global,Air,12.57,2025-09-02,2025-09-02,Delivered,USA,Phoenix Compact
LOG-014989,PO-014989,Echo Global,Truck,14.42,2025-10-30,2025-10-30,Delivered,USA,Phoenix Compact
LOG-014990,PO-014990,Echo Global,Truck,10.02,2025-12-09,2025-12-09,Delivered,USA,Phoenix Compact
LOG-014991,PO-014991,UPS Supply Chain,Truck,13.54,2026-04-09,2026-04-09,Delivered,USA,Phoenix Compact
LOG-014992,PO-014992,XPO Logistics,Truck,10.82,2026-05-05,2026-05-04,Delivered,USA,Phoenix Compact
LOG-014993,PO-014993,Ryder,Air,8.38,2026-05-29,2026-05-29,Delivered,USA,Phoenix Compact
LOG-014994,PO-014994,UPS Supply Chain,Truck,10.31,2026-06-22,2026-06-22,Delivered,USA,Phoenix Compact
LOG-014995,PO-014995,Echo Global,Truck,14.58,2026-07-09,2026-07-09,Delivered,USA,Phoenix Compact
LOG-014996,PO-014996,J.B. Hunt,Air,14.72,2026-07-29,2026-08-01,Delivered,USA,Phoenix Compact
LOG-014997,PO-014997,J.B. Hunt,Rail,11.85,2026-08-25,2026-08-25,Delivered,USA,Phoenix Compact
LOG-014998,PO-014998,UPS Supply Chain,Truck,6.99,2026-12-04,2026-12-04,Delivered,USA,Phoenix Compact
LOG-014999,PO-014999,Echo Global,Truck,4.14,2025-07-23,2025-07-23,Delivered,USA,Phoenix Compact
LOG-015000,PO-015000,Echo Global,Air,2.09,2026-07-27,2026-07-27,Delivered,USA,Phoenix Compact
LOG-015001,PO-015001,J.B. Hunt,Rail,4.49,2026-09-20,2026-09-19,Delivered,USA,Phoenix Compact
LOG-015002,PO-015002,Echo Global,Truck,2.01,2026-11-25,2026-11-25,Delivered,USA,Phoenix Compact
LOG-015003,PO-015003,Ryder,Truck,10.35,2025-08-07,2025-08-07,Delivered,UAE,Phoenix Compact
LOG-015004,PO-015004,Echo Global,Truck,20.32,2025-09-16,2025-09-18,Delivered,UAE,Phoenix Compact
LOG-015005,PO-015005,FedEx Freight,Rail,7.35,2025-11-28,2025-11-28,Delivered,UAE,Phoenix Compact
LOG-015006,PO-015006,Echo Global,Truck,12.45,2026-01-06,2026-01-05,Delivered,UAE,Phoenix Compact
LOG-015007,PO-015007,XPO Logistics,Truck,12.19,2026-03-07,2026-03-07,Delivered,UAE,Phoenix Compact
LOG-015008,PO-015008,UPS Supply Chain,Truck,21.9,2026-05-08,2026-05-08,Delivered,UAE,Phoenix Compact
LOG-015009,PO-015009,J.B. Hunt,Rail,10.4,2026-07-01,2026-07-01,Delivered,UAE,Phoenix Compact
LOG-015010,PO-015010,UPS Supply Chain,Air,18.61,2026-09-14,2026-09-20,Delivered,UAE,Phoenix Compact
LOG-015011,PO-015011,FedEx Freight,Truck,6.69,2026-11-07,2026-11-10,Delivered,UAE,Phoenix Compact
LOG-015012,PO-015012,J.B. Hunt,Truck,20.38,2026-12-10,2026-12-10,Delivered,UAE,Phoenix Compact
LOG-015013,PO-015013,Ryder,Truck,9.65,2026-12-31,2026-12-31,Delivered,UAE,Phoenix Compact
LOG-015014,PO-015014,Ryder,Truck,1.97,2025-06-24,2025-06-24,Delivered,China,Providence Express
LOG-015015,PO-015015,FedEx Freight,Truck,1.88,2025-11-16,2025-11-16,Delivered,China,Providence Express
LOG-015016,PO-015016,FedEx Freight,Truck,4.72,2026-01-18,2026-01-18,Delivered,China,Providence Express
LOG-015017,PO-015017,Echo Global,Truck,2.19,2026-03-13,2026-03-13,Delivered,China,Providence Express
LOG-015018,PO-015018,Ryder,Truck,4.87,2026-05-01,2026-05-07,Delivered,China,Providence Express
LOG-015019,PO-015019,XPO Logistics,Truck,2.85,2026-07-03,2026-07-03,Delivered,China,Providence Express
LOG-015020,PO-015020,UPS Supply Chain,Air,2.93,2026-09-12,2026-09-11,Delivered,China,Providence Express
LOG-015021,PO-015021,Ryder,Air,4.85,2026-09-19,2026-09-19,Delivered,China,Providence Express
LOG-015022,PO-015022,J.B. Hunt,Truck,3.68,2026-10-25,2026-10-25,Delivered,China,Providence Express
LOG-015023,PO-015023,J.B. Hunt,Truck,3.41,2026-11-26,2026-12-06,Delivered,China,Providence Express
LOG-015024,PO-015024,Ryder,Rail,4.75,2025-08-03,2025-08-03,Delivered,China,Providence Express
LOG-015025,PO-015025,UPS Supply Chain,Rail,3.01,2025-09-18,2025-09-18,Delivered,China,Providence Express
LOG-015026,PO-015026,J.B. Hunt,Truck,3.54,2025-11-16,2025-11-16,Delivered,China,Providence Express
LOG-015027,PO-015027,FedEx Freight,Air,3.82,2026-02-15,2026-03-01,Delivered,China,Providence Express
LOG-015028,PO-015028,Ryder,Rail,1.97,2026-03-27,2026-03-27,Delivered,China,Providence Express
LOG-015029,PO-015029,UPS Supply Chain,Truck,4.04,2026-05-06,2026-05-06,Delivered,China,Providence Express
LOG-015030,PO-015030,J.B. Hunt,Truck,3.59,2026-06-22,2026-06-22,Delivered,China,Providence Express
LOG-015031,PO-015031,XPO Logistics,Truck,3.11,2026-08-03,2026-08-03,Delivered,China,Providence Express
LOG-015032,PO-015032,FedEx Freight,Truck,2.85,2026-09-11,2026-09-11,Delivered,China,Providence Express
LOG-015033,PO-015033,J.B. Hunt,Rail,7.72,2026-12-07,2026-12-13,Delivered,China,Providence Express
LOG-015034,PO-015034,Ryder,Truck,1.43,2025-06-29,2025-06-29,Delivered,Mexico,Providence Express
LOG-015035,PO-015035,XPO Logistics,Truck,2.97,2025-07-17,2025-07-17,Delivered,Mexico,Providence Express
LOG-015036,PO-015036,Echo Global,Truck,1.6,2025-08-25,2025-08-25,Delivered,Mexico,Providence Express
LOG-015037,PO-015037,J.B. Hunt,Truck,3.31,2025-09-18,2025-09-18,Delivered,Mexico,Providence Express
LOG-015038,PO-015038,Echo Global,Truck,1.33,2026-01-05,2026-01-03,Delivered,Mexico,Providence Express
